group_name,group_code,item_code,item_name,Наименование,Наименованиедлясайта,Цена,Остаток,Видпиломатериала,Порода,Сорт,Толщина,Ширина,Длина,Влажность,Типобработки,СрокпроизводстваднОбщие,ПопулярностьОбщие,Дополнительнаяедизмерения1,Дополнительнаяедизмерения2,Дополнительнаяедизмерения3Общие,Допсвойство,ЕГАИСОбщие,Класс,Код,Количествовм2Общие,Количествовм3Общие,КоличествовупаковкеОбщие,Коэфдополнительнаяедизмерения1,Коэфдополнительнаяедизмерения2,Коэфдополнительнаяедизмерения3Общие,Плотностькгм3Общие,РегионОбщие,СпециальныеценыОбщие
C класс,00-00023614,00-00010232,Блок Хаус стр. сух. хв. 28х140х3000 класс С,Блок Хаус стр. сух. хв. 28х140х3000 класс С,Блок Хаус строганый сухой хвоя 28х140х3000 класс С,22000,По предзаказу,Блок Хаус,хвоя,класс С,28,140,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"2,38","21,258",,"0,42","0,0118",0,450,,
C класс,00-00023614,00-00010232,Блок Хаус стр. сух. хв. 28х140х3000 класс С,Блок Хаус стр. сух. хв. 28х140х3000 класс С,Блок Хаус строганый сухой хвоя 28х140х3000 класс С,22000,По предзаказу,Блок Хаус,хвоя,класс С,28,140,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"2,38","21,258",,"0,42","0,0118",0,450,,
C класс,00-00023614,00-00010223,Вагонка штиль стр. сух. хв. 13х115х2700 класс С,Вагонка штиль стр. сух. хв. 13х115х2700 класс С,Вагонка штиль строганая сухая хвоя 13х115х2700 класс С,22000,По предзаказу,Вагонка штиль,хвоя,класс С,13,115,2 700,сухой 12-14%,строганый,7,0,,,,,,,,"3,22","247,739",,0,0,0,450,,
C класс,00-00023614,00-00010222,Вагонка штиль стр. сух. хв. 13х115х3000 класс С,Вагонка штиль стр. сух. хв. 13х115х3000 класс С,Вагонка штиль строганая сухая хвоя 13х115х3000 класс С,22000,По предзаказу,Вагонка штиль,хвоя,класс С,13,115,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"2,898","222,965",,"0,345","0,0045",0,450,,
C класс,00-00023614,00-00010222,Вагонка штиль стр. сух. хв. 13х115х3000 класс С,Вагонка штиль стр. сух. хв. 13х115х3000 класс С,Вагонка штиль строганая сухая хвоя 13х115х3000 класс С,22000,По предзаказу,Вагонка штиль,хвоя,класс С,13,115,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"2,898","222,965",,"0,345","0,0045",0,450,,
C класс,00-00023614,00-00010275,Вагонка штиль стр. сух. хв. 13х115х6000 класс С,Вагонка штиль стр. сух. хв. 13х115х6000 класс С,Вагонка штиль строганая сухая хвоя 13х115х6000 класс С,22000,121,Вагонка штиль,хвоя,класс С,13,115,6 000,сухой 12-14%,строганый,7,0,,,,,,,,"1,449","111,482",,0,0,0,450,,
C класс,00-00023614,00-00010275,Вагонка штиль стр. сух. хв. 13х115х6000 класс С,Вагонка штиль стр. сух. хв. 13х115х6000 класс С,Вагонка штиль строганая сухая хвоя 13х115х6000 класс С,22000,121,Вагонка штиль,хвоя,класс С,13,115,6 000,сухой 12-14%,строганый,7,0,,,,,,,,"1,449","111,482",,0,0,0,450,,
C класс,00-00023614,00-00010275,Вагонка штиль стр. сух. хв. 13х115х6000 класс С,Вагонка штиль стр. сух. хв. 13х115х6000 класс С,Вагонка штиль строганая сухая хвоя 13х115х6000 класс С,22000,121,Вагонка штиль,хвоя,класс С,13,115,6 000,сухой 12-14%,строганый,7,0,,,,,,,,"1,449","111,482",,0,0,0,450,,
C класс,00-00023614,00-00010178,Вагонка штиль стр. сух. хв. 13х140х3000 класс С,Вагонка штиль стр. сух. хв. 13х140х3000 класс С,Вагонка штиль строганый сухой хвоя 13х140х3000 класс С,22000,По предзаказу,Вагонка штиль,хвоя,класс С,13,140,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"2,38","183,158",,"0,42","0,0055",0,450,,
C класс,00-00023614,00-00010177,Вагонка штиль стр. сух. хв. 13х140х6000 класс С,Вагонка штиль стр. сух. хв. 13х140х6000 класс С,Вагонка штиль строганый сухой хвоя 13х140х6000 класс С,22000,154,Вагонка штиль,хвоя,класс С,13,140,6 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"1,19","91,575",,"0,84","0,0109",0,450,,
C класс,00-00023614,00-00010177,Вагонка штиль стр. сух. хв. 13х140х6000 класс С,Вагонка штиль стр. сух. хв. 13х140х6000 класс С,Вагонка штиль строганый сухой хвоя 13х140х6000 класс С,22000,154,Вагонка штиль,хвоя,класс С,13,140,6 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"1,19","91,575",,"0,84","0,0109",0,450,,
C класс,00-00023614,00-00020796,Вагонка штиль стр. сух. хв. 13х90х6000 класс С,Вагонка штиль стр. сух. хв. 13х90х6000 класс С,,22000,По предзаказу,Вагонка штиль,хвоя,класс С,13,90,6 000,сухой 12-14%,строганый,7,,м2,м3,,,,,,"1,852","142,45",,"0,54","0,007",,450,,
C класс,00-00023614,00-00020937,Вагонка штиль стр. сух. хв. 14х140х6000 класс С,Вагонка штиль стр. сух. хв. 14х140х6000 класс С,,22000,По предзаказу,Вагонка штиль,хвоя,класс С,14,140,6 000,сухой 12-14%,строганый,10,,,,,,,,,"1,19","85,034",,,,,450,,
C класс,00-00023614,00-00020937,Вагонка штиль стр. сух. хв. 14х140х6000 класс С,Вагонка штиль стр. сух. хв. 14х140х6000 класс С,,22000,По предзаказу,Вагонка штиль,хвоя,класс С,14,140,6 000,сухой 12-14%,строганый,10,,,,,,,,,"1,19","85,034",,,,,450,,
C класс,00-00023614,00-00020937,Вагонка штиль стр. сух. хв. 14х140х6000 класс С,Вагонка штиль стр. сух. хв. 14х140х6000 класс С,,22000,По предзаказу,Вагонка штиль,хвоя,класс С,14,140,6 000,сухой 12-14%,строганый,10,,,,,,,,,"1,19","85,034",,,,,450,,
C класс,00-00023614,00-00020937,Вагонка штиль стр. сух. хв. 14х140х6000 класс С,Вагонка штиль стр. сух. хв. 14х140х6000 класс С,,22000,По предзаказу,Вагонка штиль,хвоя,класс С,14,140,6 000,сухой 12-14%,строганый,10,,,,,,,,,"1,19","85,034",,,,,450,,
C класс,00-00023614,00-00010046,Вагонка штиль стр. сух. хв. 18х95х6000 класс С,Вагонка штиль стр. сух. хв. 18х95х6000 класс С,Вагонка штиль строганый сухой хвоя 18х95х6000 класс С,22000,По предзаказу,Вагонка штиль,хвоя,класс С,18,95,6 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"1,754","97,465",,"0,57","0,0103",0,450,Харовск,
C класс,00-00023614,00-00010225,"Евровагонка стр. сух. хв. 12,5х90х2500 класс С","Евровагонка стр. сух. хв. 12,5х90х2500 класс С","Евровагонка строганая сухая хвоя 12,5х90х2500 класс С",22000,По предзаказу,Евровагонка,хвоя,класс С,"12,5",90,2 500,сухой 12-14%,строганый,7,0,м2,м3,,,,,,4,"341,88",,"0,225","0,0028",0,450,,
C класс,00-00023614,00-00010239,"Евровагонка стр. сух. хв. 12,5х90х3000 класс С","Евровагонка стр. сух. хв. 12,5х90х3000 класс С","Евровагонка строганая сухая хвоя 12,5х90х3000 класс С",22000,По предзаказу,Евровагонка,хвоя,класс С,"12,5",90,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"3,333","284,9",,"0,27","0,0034",0,450,,
C класс,00-00023614,00-00010047,"Евровагонка стр. сух. хв. 12,5х90х6000 класс С","Евровагонка стр. сух. хв. 12,5х90х6000 класс С","Евровагонка строганая сухая хвоя 12,5х90х6000 класс С",22000,По предзаказу,Евровагонка,хвоя,класс С,"12,5",90,6 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"1,852","142,45",,"0,54","0,0067",0,450,Харовск,
C класс,00-00023614,00-00010219,Европол стр. сух. хв. 28х140х3000 класс С,Европол стр. сух. хв. 28х140х3000 класс С,Европол строганый сухой хвоя 28х140х3000 класс С,22000,По предзаказу,Европол,хвоя,класс С,28,140,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"2,38","85,034",,"0,42","0,0118",0,450,,
C класс,00-00023614,00-00010219,Европол стр. сух. хв. 28х140х3000 класс С,Европол стр. сух. хв. 28х140х3000 класс С,Европол строганый сухой хвоя 28х140х3000 класс С,22000,По предзаказу,Европол,хвоя,класс С,28,140,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"2,38","85,034",,"0,42","0,0118",0,450,,
C класс,00-00023614,00-00009810,Европол стр. сух. хв. 28х140х6000 класс С,Европол стр. сух. хв. 28х140х6000 класс С,Европол строганый сухой хвоя 28х140х6000 класс С,22000,269,Европол,хвоя,класс С,28,140,6 000,сухой 12-14%,строганый,7,,м2,м3,,,,,,"1,19","42,517",,"0,84","0,0235",,450,,
C класс,00-00023614,00-00009812,Европол стр. сух. хв. 36х110х3000 класс С,Европол стр. сух. хв. 36х110х3000 класс С,Европол строганый сухой хвоя 36х110х3000 класс С,22000,По предзаказу,Европол,хвоя,класс С,36,110,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"3,03","84,175",,"0,33","0,0119",0,450,,
C класс,00-00023614,00-00010220,Европол стр. сух. хв. 36х110х6000 класс С,Европол стр. сух. хв. 36х110х6000 класс С,Европол строганый сухой хвоя 36х110х6000 класс С,22000,По предзаказу,Европол,хвоя,класс С,36,110,6 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"1,515","42,087",,"0,66","0,0238",0,450,,
C класс,00-00023614,00-00010218,Европол стр. сух. хв. 36х140х3000 класс С,Европол стр. сух. хв. 36х140х3000 класс С,Европол строганый сухой хвоя 36х140х3000 класс С,22000,По предзаказу,Европол,хвоя,класс С,36,140,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"2,38","66,137",,"0,42","0,0151",0,450,,
C класс,00-00023614,00-00010218,Европол стр. сух. хв. 36х140х3000 класс С,Европол стр. сух. хв. 36х140х3000 класс С,Европол строганый сухой хвоя 36х140х3000 класс С,22000,По предзаказу,Европол,хвоя,класс С,36,140,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"2,38","66,137",,"0,42","0,0151",0,450,,
C класс,00-00023614,00-00009815,Европол стр. сух. хв. 36х140х6000 класс С,Европол стр. сух. хв. 36х140х6000 класс С,Европол строганый сухой хвоя 36х140х6000 класс С,22000,129,Европол,хвоя,класс С,36,140,6 000,сухой 12-14%,строганый,7,,м2,м3,,,,,,"1,19","33,068",,"0,84","0,0302",,450,,
C класс,00-00023614,00-00009815,Европол стр. сух. хв. 36х140х6000 класс С,Европол стр. сух. хв. 36х140х6000 класс С,Европол строганый сухой хвоя 36х140х6000 класс С,22000,129,Европол,хвоя,класс С,36,140,6 000,сухой 12-14%,строганый,7,,м2,м3,,,,,,"1,19","33,068",,"0,84","0,0302",,450,,
C класс,00-00023614,00-00010240,Европол стр. сух. хв. 45х140х3000 класс С,Европол стр. сух. хв. 45х140х3000 класс С,Европол строганый сухой хвоя 45х140х3000 класс С,22000,По предзаказу,Европол,хвоя,класс С,45,140,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"2,38","52,91",,"0,42","0,0189",0,450,,
C класс,00-00023614,00-00010127,Европол стр. сух. хв. 45х140х6000 класс С,Европол стр. сух. хв. 45х140х6000 класс С,Европол строганый сухой хвоя 45х140х6000 класс С,22000,17,Европол,хвоя,класс С,45,140,6 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"1,19","26,455",,"0,84","0,0378",0,450,,
C класс,00-00023614,00-00010127,Европол стр. сух. хв. 45х140х6000 класс С,Европол стр. сух. хв. 45х140х6000 класс С,Европол строганый сухой хвоя 45х140х6000 класс С,22000,17,Европол,хвоя,класс С,45,140,6 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"1,19","26,455",,"0,84","0,0378",0,450,,
C класс,00-00023614,00-00022126,"Имитация бруса ""Карельский профиль"" стр. сух. хв. 16х140х6000 класс С","Имитация бруса ""Карельский профиль"" стр. сух. хв. 16х140х6000 класс С","Имитация бруса ""Карельский профиль"" стр. сух. хв. 21х196х6000 класс С",22000,По предзаказу,"Имитация бруса ""Карельский профиль""",хвоя,класс С,16,140,6 000,сухой 12-14%,строганый,5,3,,,,,,,,"1,19","74,405",,,,,450,,
C класс,00-00023614,00-00022088,"Имитация бруса ""Карельский профиль"" стр. сух. хв. 21х140х6000 класс С","Имитация бруса ""Карельский профиль"" стр. сух. хв. 21х140х6000 класс С","Имитация бруса ""Карельский профиль"" стр. сух. хв. 21х140х6000 класс АВ",22000,По предзаказу,"Имитация бруса ""Карельский профиль""",хвоя,класс С,21,140,6 000,сухой 12-14%,строганый,5,3,,,,,,,,"1,19","56,689",,,,,450,,
C класс,00-00023614,00-00020749,Имитация бруса стр. сух. хв. 14х140х6000 класс С,Имитация бруса стр. сух. хв. 14х140х6000 класс С,,22000,По предзаказу,Имитация бруса,хвоя,класс С,14,140,6 000,сухой 12-14%,строганый,,3,,,,,,,,,,,,,,450,,
C класс,00-00023614,00-00009787,Имитация бруса стр. сух. хв. 16х140х3000 класс С,Имитация бруса стр. сух. хв. 16х140х3000 класс С,Имитация бруса строганая сухая хвоя 16х140х3000 класс С,22000,По предзаказу,Имитация бруса,хвоя,класс С,16,140,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"2,38","148,809",,"0,42","0,0067",0,450,,
C класс,00-00023614,00-00009787,Имитация бруса стр. сух. хв. 16х140х3000 класс С,Имитация бруса стр. сух. хв. 16х140х3000 класс С,Имитация бруса строганая сухая хвоя 16х140х3000 класс С,22000,По предзаказу,Имитация бруса,хвоя,класс С,16,140,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"2,38","148,809",,"0,42","0,0067",0,450,,
C класс,00-00023614,00-00009790,Имитация бруса стр. сух. хв. 16х140х6000 класс С,Имитация бруса стр. сух. хв. 16х140х6000 класс С,Имитация бруса строганая сухая хвоя 16х140х6000 класс С,22000,743,Имитация бруса,хвоя,класс С,16,140,6 000,сухой 12-14%,строганый,7,,м2,м3,,,,,,"1,19","74,404",,"0,84","0,0134",,450,,
C класс,00-00023614,00-00009790,Имитация бруса стр. сух. хв. 16х140х6000 класс С,Имитация бруса стр. сух. хв. 16х140х6000 класс С,Имитация бруса строганая сухая хвоя 16х140х6000 класс С,22000,743,Имитация бруса,хвоя,класс С,16,140,6 000,сухой 12-14%,строганый,7,,м2,м3,,,,,,"1,19","74,404",,"0,84","0,0134",,450,,
C класс,00-00023614,00-00009790,Имитация бруса стр. сух. хв. 16х140х6000 класс С,Имитация бруса стр. сух. хв. 16х140х6000 класс С,Имитация бруса строганая сухая хвоя 16х140х6000 класс С,22000,743,Имитация бруса,хвоя,класс С,16,140,6 000,сухой 12-14%,строганый,7,,м2,м3,,,,,,"1,19","74,404",,"0,84","0,0134",,450,,
C класс,00-00023614,00-00009790,Имитация бруса стр. сух. хв. 16х140х6000 класс С,Имитация бруса стр. сух. хв. 16х140х6000 класс С,Имитация бруса строганая сухая хвоя 16х140х6000 класс С,22000,743,Имитация бруса,хвоя,класс С,16,140,6 000,сухой 12-14%,строганый,7,,м2,м3,,,,,,"1,19","74,404",,"0,84","0,0134",,450,,
C класс,00-00023614,00-00009790,Имитация бруса стр. сух. хв. 16х140х6000 класс С,Имитация бруса стр. сух. хв. 16х140х6000 класс С,Имитация бруса строганая сухая хвоя 16х140х6000 класс С,22000,743,Имитация бруса,хвоя,класс С,16,140,6 000,сухой 12-14%,строганый,7,,м2,м3,,,,,,"1,19","74,404",,"0,84","0,0134",,450,,
C класс,00-00023614,00-00010193,Имитация бруса стр. сух. хв. 18х140х3000 класс С,Имитация бруса стр. сух. хв. 18х140х3000 класс С,Имитация бруса строганая сухая хвоя 18х140х3000 класс С,22000,По предзаказу,Имитация бруса,хвоя,класс С,18,140,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"2,38","132,275",,"0,42","0,0076",0,450,,
C класс,00-00023614,00-00009792,Имитация бруса стр. сух. хв. 18х140х6000 класс С,Имитация бруса стр. сух. хв. 18х140х6000 класс С,Имитация бруса строганая сухая хвоя 18х140х6000 класс С,22000,По предзаказу,Имитация бруса,хвоя,класс С,18,140,6 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"1,19","66,137",,"0,84","0,0151",0,450,,
C класс,00-00023614,00-00010354,Имитация бруса стр. сух. хв. 18х180х6000 класс С,Имитация бруса стр. сух. хв. 18х180х6000 класс С,Имитация бруса строганая сухая хвоя 18х180х6000 класс С,22000,502,Имитация бруса,хвоя,класс С,18,180,6 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"0,923","51,44",,"1,08","0,0194",0,500,,
C класс,00-00023614,00-00010354,Имитация бруса стр. сух. хв. 18х180х6000 класс С,Имитация бруса стр. сух. хв. 18х180х6000 класс С,Имитация бруса строганая сухая хвоя 18х180х6000 класс С,22000,502,Имитация бруса,хвоя,класс С,18,180,6 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"0,923","51,44",,"1,08","0,0194",0,500,,
C класс,00-00023614,00-00010179,Имитация бруса стр. сух. хв. 18х190х3000 класс С,Имитация бруса стр. сух. хв. 18х190х3000 класс С,Имитация бруса строганая сухая хвоя 18х190х3000 класс С,22000,По предзаказу,Имитация бруса,хвоя,класс С,18,190,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"1,754","97,465",,"0,57","0,0103",0,450,,
C класс,00-00023614,00-00009794,Имитация бруса стр. сух. хв. 21х140х3000 класс С,Имитация бруса стр. сух. хв. 21х140х3000 класс С,Имитация бруса строганая сухая хвоя 21х140х3000 класс С,22000,183,Имитация бруса,хвоя,класс С,21,140,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"2,38","113,378",,"0,42","0,0088",0,450,,
C класс,00-00023614,00-00009794,Имитация бруса стр. сух. хв. 21х140х3000 класс С,Имитация бруса стр. сух. хв. 21х140х3000 класс С,Имитация бруса строганая сухая хвоя 21х140х3000 класс С,22000,183,Имитация бруса,хвоя,класс С,21,140,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"2,38","113,378",,"0,42","0,0088",0,450,,
C класс,00-00023614,00-00009796,Имитация бруса стр. сух. хв. 21х140х6000 класс С,Имитация бруса стр. сух. хв. 21х140х6000 класс С,Имитация бруса строганая сухая хвоя 21х140х6000 класс С,22000,1 352,Имитация бруса,хвоя,класс С,21,140,6 000,сухой 12-14%,строганый,7,,м2,м3,,,,,,"1,19","56,689",,"0,84","0,0176",,450,,
C класс,00-00023614,00-00009796,Имитация бруса стр. сух. хв. 21х140х6000 класс С,Имитация бруса стр. сух. хв. 21х140х6000 класс С,Имитация бруса строганая сухая хвоя 21х140х6000 класс С,22000,1 352,Имитация бруса,хвоя,класс С,21,140,6 000,сухой 12-14%,строганый,7,,м2,м3,,,,,,"1,19","56,689",,"0,84","0,0176",,450,,
C класс,00-00023614,00-00009796,Имитация бруса стр. сух. хв. 21х140х6000 класс С,Имитация бруса стр. сух. хв. 21х140х6000 класс С,Имитация бруса строганая сухая хвоя 21х140х6000 класс С,22000,1 352,Имитация бруса,хвоя,класс С,21,140,6 000,сухой 12-14%,строганый,7,,м2,м3,,,,,,"1,19","56,689",,"0,84","0,0176",,450,,
C класс,00-00023614,00-00009799,Имитация бруса стр. сух. хв. 21х190х3000 класс С,Имитация бруса стр. сух. хв. 21х190х3000 класс С,Имитация бруса строганая сухая хвоя 21х190х3000 класс С,22000,791,Имитация бруса,хвоя,класс С,21,190,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"1,754","83,542",,"0,57","0,012",0,450,,
C класс,00-00023614,00-00009799,Имитация бруса стр. сух. хв. 21х190х3000 класс С,Имитация бруса стр. сух. хв. 21х190х3000 класс С,Имитация бруса строганая сухая хвоя 21х190х3000 класс С,22000,791,Имитация бруса,хвоя,класс С,21,190,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"1,754","83,542",,"0,57","0,012",0,450,,
C класс,00-00023614,00-00009801,Имитация бруса стр. сух. хв. 21х190х6000 класс С,Имитация бруса стр. сух. хв. 21х190х6000 класс С,Имитация бруса строганая сухая хвоя 21х190х6000 класс С,22000,3 307,Имитация бруса,хвоя,класс С,21,190,6 000,сухой 12-14%,строганый,7,,м2,м3,,,,,,"0,877","41,771",,"1,14","0,0239",,450,,
C класс,00-00023614,00-00009801,Имитация бруса стр. сух. хв. 21х190х6000 класс С,Имитация бруса стр. сух. хв. 21х190х6000 класс С,Имитация бруса строганая сухая хвоя 21х190х6000 класс С,22000,3 307,Имитация бруса,хвоя,класс С,21,190,6 000,сухой 12-14%,строганый,7,,м2,м3,,,,,,"0,877","41,771",,"1,14","0,0239",,450,,
C класс,00-00023614,00-00010238,Имитация бруса стр. сух. хв. 28х140х3000 класс С,Имитация бруса стр. сух. хв. 28х140х3000 класс С,Имитация бруса строганая сухая хвоя 28х140х3000 класс С,22000,По предзаказу,Имитация бруса,хвоя,класс С,28,140,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"2,38","85,034",,"0,42","0,0118",0,450,,
C класс,00-00023614,00-00009802,Имитация бруса стр. сух. хв. 28х185х3000 класс С,Имитация бруса стр. сух. хв. 28х185х3000 класс С,Имитация бруса строганая сухая хвоя 28х185х3000 класс С,22000,По предзаказу,Имитация бруса,хвоя,класс С,28,185,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"1,801","64,35",,"0,555","0,0155",0,450,,
C класс,00-00023614,00-00010237,Имитация бруса стр. сух. хв. 28х190х3000 класс С,Имитация бруса стр. сух. хв. 28х190х3000 класс С,Имитация бруса строганая сухая хвоя 28х190х3000 класс С,22000,307,Имитация бруса,хвоя,класс С,28,190,3 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"1,754","62,656",,"0,57","0,016",0,450,,
C класс,00-00023614,00-00009804,Имитация бруса стр. сух. хв. 28х190х6000 класс С,Имитация бруса стр. сух. хв. 28х190х6000 класс С,Имитация бруса строганая сухая хвоя 28х190х6000 класс С,22000,По предзаказу,Имитация бруса,хвоя,класс С,28,190,6 000,сухой 12-14%,строганый,7,,м2,м3,,,,,,"0,877","31,328",,"1,14","0,0319",,450,,
C класс,00-00023614,00-00021019,Планкен прямой стр. сух. хв. 20х120х6000 класс С,Планкен прямой стр. сух. хв. 20х120х6000 класс С,Планкен прямой строганый сухой хвоя 20х120х6000 класс АВ,22000,151,Планкен прямой,хвоя,класс АВ,20,120,6 000,сухой 12-14%,строганый,,2,м3,м2,,,,,,,,,"0,0144","0,72",,500,,
C класс,00-00023614,00-00010241,Планкен прямой стр. сух. хв. 20х145х3000 класс С,Планкен прямой стр. сух. хв. 20х145х3000 класс С,Планкен прямой строганый сухой хвоя 20х145х3000 класс С,22000,По предзаказу,Планкен прямой,хвоя,класс С,20,145,3 000,сухой 12-14%,строганый,7,3,м3,м2,,,,,,"2,298",88,0,"0,0087","0,435",0,500,,
C класс,00-00023614,00-00010415,Планкен прямой стр. сух. хв. 20х90х3000 класс С,Планкен прямой стр. сух. хв. 20х90х3000 класс С,Планкен прямой строганый сухой хвоя 20х90х3000 класс С,22000,По предзаказу,Планкен прямой,хвоя,класс С,20,90,3 000,сухой 12-14%,строганый,4,2,м2,м3,,,,,,"3,7","185,185",0,"0,27","0,0054",0,450,,
C класс,00-00023614,00-00010100,Планкен прямой стр. сух. хв. 20х90х6000 класс С,Планкен прямой стр. сух. хв. 20х90х6000 класс С,Планкен прямой строганый сухой хвоя 20х90х6000 класс С,22000,21,Планкен прямой,хвоя,класс С,20,90,6 000,сухой 12-14%,строганый,7,2,м2,м3,,,,,,"1,851",66,0,"0,54","0,0108",0,450,,
C класс,00-00023614,00-00010242,Планкен прямой стр. сух. хв. 20х95х3000 класс С,Планкен прямой стр. сух. хв. 20х95х3000 класс С,Планкен прямой строганый сухой хвоя 20х95х3000 класс С,22000,По предзаказу,Планкен прямой,хвоя,класс С,20,95,3 000,сухой 12-14%,строганый,7,3,м3,м2,,,,,,"3,703",133,0,"0,0057","0,285",0,450,,
C класс,00-00023614,00-00005985,Планкен скош. стр. сух. хв. 20х140х3000 класс С,Планкен скош. стр. сух. хв. 20х140х3000 класс С,Планкен скошенный строганый сухой хвоя 20х140х3000 класс С,22000,По предзаказу,Планкен скошенный,хвоя,класс С,20,140,3 000,сухой 12-14%,строганый,7,3,м3,м2,,,,C,,"2,38","119,047",0,"0,0084","0,42",0,500,,
C класс,00-00023614,00-00010229,Планкен скош. стр. сух. хв. 20х95х3000 класс С,Планкен скош. стр. сух. хв. 20х95х3000 класс С,Планкен скошенный строганый сухой хвоя 20х95х3000 класс С,22000,По предзаказу,Планкен скошенный,хвоя,класс С,20,95,3 000,сухой 12-14%,строганый,7,2,м3,м2,,,,,,"3,703","159,489",0,"0,0057","0,285",0,450,,
Блок-хаус,00-00023569,00-00009817,Блок Хаус стр. сух. хв. 28х140х6000 класс АВ,Блок Хаус стр. сух. хв. 28х140х6000 класс АВ,Блок Хаус строганый сухой хвоя 28х140х6000 класс АВ,1060,1 326,Блок Хаус,хвоя,класс АВ,28,140,6 000,сухой 12-14%,строганый,7,,м2,м3,,,,,,"1,19","42,517",,"0,84","0,0235",,450,,
Блок-хаус,00-00023569,00-00009818,Блок Хаус стр. сух. хв. 36х185х6000 класс АВ,Блок Хаус стр. сух. хв. 36х185х6000 класс АВ,Блок Хаус строганый сухой хвоя 36х185х6000 класс АВ,1360,По предзаказу,Блок Хаус,хвоя,класс АВ,36,185,6 000,сухой 12-14%,строганый,7,0,м2,м3,,,,,,"0,9","25,025",,"1,11","0,04",0,450,,
Пиломатериалы клееные,00-00023605,00-00000828,Брус клееный стр. сух. хв. 100х100х6000 класс АВ,Брус клееный стр. сух. хв. 100х100х6000 класс АВ,Брус клееный строганый сухой хвоя 100х100х6000 класс АВ,48000,225,Брус клееный,хвоя,класс АВ,100,100,6 000,сухой 12-14%,строганый,4,2,м3,,,,,,,"1,666","16,666",0,"0,06",0,0,500,,
Пиломатериалы клееные,00-00023605,00-00000827,Брус клееный стр. сух. хв. 100х150х6000 класс АВ,Брус клееный стр. сух. хв. 100х150х6000 класс АВ,Брус клееный строганый сухой хвоя 100х150х6000 класс АВ,48000,По предзаказу,Брус клееный,хвоя,класс АВ,100,150,6 000,сухой 12-14%,строганый,4,3,м3,,,,,,,"1,111","11,111",0,"0,09",0,0,500,,
Пиломатериалы клееные,00-00023605,00-00000825,Брус клееный стр. сух. хв. 100х200х6000 класс АВ,Брус клееный стр. сух. хв. 100х200х6000 класс АВ,Брус клееный строганый сухой хвоя 100х200х6000 класс АВ,48000,По предзаказу,Брус клееный,хвоя,класс АВ,100,200,6 000,сухой 12-14%,строганый,4,2,м3,,,,,,,"0,833","8,333",0,"0,12",0,0,500,,
Пиломатериалы клееные,00-00023605,00-00003212,Брус клееный стр. сух. хв. 140х140х6000 класс АВ,Брус клееный стр. сух. хв. 140х140х6000 класс АВ,Брус клееный строганый сухой хвоя 140х140х6000 класс АВ,48000,128,Брус клееный,хвоя,класс АВ,140,140,6 000,сухой 12-14%,строганый,4,1,м3,,,,,,,"1,19","8,503",0,"0,1176",0,0,500,,
Пиломатериалы клееные,00-00023605,00-00004964,Брус клееный стр. сух. хв. 140х190х6000 класс АВ,Брус клееный стр. сух. хв. 140х190х6000 класс АВ,Брус клееный стр. сух. хв. 140х190х6000 класс АВ,48000,83,Брус клееный,хвоя,класс АВ,140,190,6 000,сухой 12-14%,строганый,4,2,м3,,,,,,,"0,877","6,265",,"0,1596",,,500,,
